id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
1,45310.9488635,187.8279999946244,0,4,0.6864482923755545,0.4278122412049352,0.38175271131920996,0.797194694131996,3d gaze,54.5460268746514,11.870237134219915,228.57818683035433,45310.9488635 45310.991897 45311.024376999994 45311.0530125 45311.103950000004 45311.136691499996
2,45312.348138,190.2269999991404,40,46,0.5970734341551494,0.3020934939637124,1.500253304921062,0.8945710627930584,3d gaze,25.185669258108017,28.95094622910261,203.03368625380165,45312.348138 45312.410093 45312.438349000004 45312.470138000004 45312.471988 45312.538365
3,45313.028997500005,142.8914999924018,60,65,0.6481003933255838,0.37290064747937635,0.8132848330488965,0.8715210793519472,3d gaze,63.632637036822004,30.7837991382192,336.1114002899992,45313.028997500005 45313.0897825 45313.137593499996 45313.171889
4,45313.3314015,156.69550000166055,70,74,0.617265953694307,0.37960334838241894,1.1275258624537023,0.8057247772812843,3d gaze,44.95017942437809,25.948098836675044,299.7637765999292,45313.3314015 45313.3638325 45313.424646 45313.488097
5,45313.837281,99.80100000393577,85,88,0.6589769542566201,0.46730847086474137,1.3090582260706238,0.7751719206571579,3d gaze,28.027153982829926,3.2175843169903624,137.91876997404302,45313.837281 45313.869349 45313.9019425 45313.937082000004
6,45314.448003,124.52300000586547,103,107,0.6204342681831545,0.7259962509322315,0.08769735462256628,0.8361674547195435,3d gaze,20.625712141868895,-21.77120305780378,133.79785553625294,45314.448003 45314.572526
7,45315.1091315,128.43900000007125,123,127,0.5991720254512554,0.5254675319108169,0.04523535444012945,0.818716106465708,3d gaze,15.65875954474668,-2.2619335609788127,123.35542440850192,45315.1091315 45315.2375705
8,45315.335143000004,253.05299999308772,130,137,0.5808179647737279,0.38933815844856684,0.4191594000826907,0.8165464997291565,3d gaze,11.193689726037276,8.621540054106887,108.20706131910892,45315.335143000004 45315.588196
9,45316.952461,93.4689999994589,178,181,0.5236301152099452,0.4583382033401743,0.9101546630609775,0.9385991558432579,3d gaze,3.490753113870064,3.4529098784877084,114.90445771856378,45316.952461 45316.984172 45317.0138525 45317.04593
10,45317.10361,320.9100000021863,183,192,0.5440496324960831,0.4173939613395274,1.4600815693553462,0.8109237644403142,3d gaze,6.397485323485995,6.74418109453768,113.43330631440921,45317.10361 45317.42452
11,45317.488106,127.26300000213087,194,198,0.5502555545573639,0.4276775359854084,0.10762182514836176,0.74412602186203,3d gaze,7.311824845521709,5.918851669175922,113.66612103398845,45317.488106 45317.615369
12,45317.902096499995,157.3015000030864,207,211,0.5369620266451424,0.44332428618346853,1.491561131596358,0.9249100858462171,3d gaze,6.901631685633544,5.8774668831180765,144.80014427546584,45317.902096499995 45317.9342985 45317.964693999995 45318.059398
13,45318.645154,123.58850000600796,229,233,0.5924623417627756,0.48253142131619836,0.5610267334811772,0.8200622498989105,3d gaze,28.830744284038712,3.052811065159918,243.8716536920591,45318.645154 45318.675261000004 45318.768742500004
14,45319.063319,188.78950000362238,241,247,0.6083269871527792,0.5014995646899428,0.4835789925460094,0.7949365874131521,3d gaze,64.09889673755292,-0.4747518567657483,462.22745374650344,45319.063319 45319.1562205 45319.252108500004
15,45319.446268,189.407999998366,253,259,0.6083030255916645,0.5530213425536845,0.14261605853548534,0.7542022665341696,3d gaze,62.33614795024206,-17.16614268247635,449.6656324579083,45319.446268 45319.460253 45319.635676
16,45321.144318,313.6510000040289,304,313,0.6009553690391645,0.5150385163915285,0.8387217495445846,0.8452618341445923,3d gaze,58.25009840001144,-4.8818673282577665,450.77678544158687,45321.144318 45321.152573 45321.160453000004 45321.168314 45321.457969
17,45322.021995,686.8519999989076,330,351,0.6056881315359484,0.4415946509380664,0.4400343742794274,0.7335712313652039,3d gaze,61.58888444606009,19.14467148203734,455.2667038495315,45322.021995 45322.708847
18,45323.275891,379.7500000000582,368,379,0.5725490630766424,0.46777207888227373,1.0621502715239077,0.887150491476059,3d gaze,42.253804632079934,10.568921780703192,454.9976883876412,45323.275891 45323.655641
19,45324.300272,109.1420000011567,399,402,0.56826150155587,0.47390472488594965,0.07342694386170633,0.7553193089230165,3d gaze,39.67414912783958,8.531310041697063,454.06907439788637,45324.300272 45324.346069 45324.409414
20,45324.9120175,97.75850000733044,417,420,0.6143181291965486,0.4877183504310072,0.12819933206685494,0.9129704256056356,3d gaze,138.32883111162909,8.375823687581729,945.2556398014316,45324.9120175 45325.009776000006
21,45325.104504999996,126.64800000493415,423,426,0.6581298910153766,0.45885258791102473,0.858684550553059,0.8778629229240927,3d gaze,14058.481050125802,2446.0617081546347,71521.4634883882,45325.104504999996 45325.231153
22,45325.298251,310.1779999997234,429,438,0.6643450243852115,0.5453108365739546,0.06794215856364018,0.8607014966011047,3d gaze,587.4043484951096,-91.09712504275251,2792.3555042751645,45325.298251 45325.608429
23,45326.993401,124.56100000417791,479,483,0.6205636990640495,0.29219665763289887,1.2325833051476118,0.8769428443064604,3d gaze,431.9978794673468,418.7839737244558,2799.377929364582,45326.993401 45327.117962000004
24,45327.308565,190.43700000474928,489,495,0.6395940604046951,0.4901675450772413,0.5769052084406566,0.7833555192100116,3d gaze,176.41989634456186,6.98833585574597,987.35818830525,45327.308565 45327.313936 45327.320305 45327.32826 45327.499002000004
25,45327.749353,126.12300000182586,502,506,0.66595292598452,0.4112820165023927,0.20577072615003597,0.8742811930179596,3d gaze,209.94013329838396,63.13102126770855,988.3287188631181,45327.749353 45327.875476
26,45328.119179,132.01000000117347,513,517,0.6121288014237458,0.4189051181958327,0.5966511721399226,0.8137284201349946,3d gaze,143.2688881832619,58.28223149891679,998.2255710328126,45328.119179 45328.251189
27,45329.698142,251.70600000274135,561,568,0.7115006643777813,0.644869450127787,1.0801268036730831,0.8131172259648641,3d gaze,186.8842870559666,-72.0017484437484,690.3263264582142,45329.698142 45329.762044 45329.949848000004
28,45330.320257,130.1610000009532,579,583,0.7649731976674387,0.6891866861812771,0.7519595729469968,0.7668991883595785,3d gaze,229.59965310923553,-92.20715014854738,676.9582984054293,45330.320257 45330.383319 45330.450418
29,45331.7030535,94.02949999639532,621,623,0.7179311831178958,0.4044297721754865,0.7172988928241201,0.895179626941681,3d gaze,381.91571235259823,95.01318091762937,1370.0672304508744,45331.7030535 45331.797083
30,45331.958411,94.05250000418164,628,631,0.7220714513498203,0.41865675550235637,1.1044731435417183,0.8033913274606069,3d gaze,341.44734370140753,71.59088263315624,1202.7676266435212,45331.958411 45331.9914165 45332.052463500004
31,45332.396068,121.40799999906449,641,645,0.7146684075428276,0.537565539638981,0.6633178357850775,0.8422439297040304,3d gaze,205.62064387974502,-20.238272425298323,748.325476082416,45332.396068 45332.459429 45332.517476
32,45332.900901,122.08300000202144,657,660,0.7110328876625436,0.3541157201497794,0.36784310905522916,0.7885507345199585,3d gaze,201.4348511680541,78.3265955478289,745.7203925230315,45332.900901 45333.022984
33,45333.036383,313.2915000023786,661,670,0.6864766315306166,0.30413432317829514,1.4598708003052636,0.8368198549747468,3d gaze,154.26903603402633,92.50265603845918,650.8080160122781,45333.036383 45333.3496745
34,45333.4093615,80.4920000009588,672,674,0.6934181236557105,0.3223912987420425,0.5513947525825051,0.8055949095884959,3d gaze,141.05374545773427,72.80545599932324,569.8112705823227,45333.4093615 45333.4599375 45333.4898535
35,45334.656518,249.70899999607354,709,717,0.6065671916643447,0.3796421645563535,0.2752534089288136,0.7921852469444275,3d gaze,80.8498610792312,51.36318564009383,592.7170457367706,45334.656518 45334.906227
36,45334.971988,80.39400000416208,719,721,0.6157862091563979,0.3063224663132411,0.18511139652591949,0.7535662949085236,3d gaze,87.26079622423691,82.10403801568309,588.7794747741611,45334.971988 45335.052382
37,45335.7704165,94.69800000078976,743,746,0.6478586571149973,0.3844260771981012,0.04270921729656292,0.8376474482207744,3d gaze,71.04909208329765,31.238801891221055,375.40851183588074,45335.7704165 45335.8036245 45335.865114500004
38,45336.739033,687.792000004265,772,792,0.6687705707924454,0.8216096792868408,0.9654170901670871,0.9322006952762604,3d gaze,79.07954483680813,-84.76233489582702,366.08756469754974,45336.739033 45337.426825
39,45337.613762,123.66099999781,798,802,0.6567706050094709,0.2755673151085466,0.25246441978213363,0.739747554063797,3d gaze,76.5036358513114,61.60661365814549,381.24904278946167,45337.613762 45337.737423
40,45338.556584,186.96900000213645,826,832,0.626756936307046,0.2345216023563469,0.6063344290493001,0.7811071211673839,3d gaze,61.770976482490326,72.77213735278058,380.71789086091053,45338.556584 45338.743553
41,45339.693009,1320.6480000008014,860,900,0.6514044099346563,0.37150866414663786,1.2980218507436045,0.7530845221019007,3d gaze,55.516270026381335,26.502256372625304,286.48483583723214,45339.693009 45341.013657
42,45341.076982,123.49800000083633,902,906,0.6313436239000041,0.4181540832435428,0.28099549912629584,0.7919251720110575,3d gaze,48.35774686345487,16.950210402434266,287.63868204907243,45341.076982 45341.13728 45341.20048
43,45341.332181,181.0089999999036,910,915,0.6321260003598637,0.42692175101134383,0.2622741917622101,0.7300329208374023,3d gaze,48.658409526045816,15.138329229449909,287.71325243192837,45341.332181 45341.51319
44,45341.699857,196.45999999920605,921,926,0.5953896383994266,0.3503404485615759,0.3251541913509662,0.7765707969665527,3d gaze,35.04829074031347,30.93076588462747,287.0494694470174,45341.699857 45341.896317
45,45342.454313,185.64799999876413,943,949,0.597226578055613,0.32160702366521826,0.38006348596779516,0.7550382018089294,3d gaze,35.641246778666954,36.78479500550972,286.3901560080129,45342.454313 45342.639961
46,45343.213862000004,122.68699999549426,966,970,0.6034688596406874,0.9855866095737988,0.13779929571371194,0.7596639096736908,3d gaze,32.400943265006255,-85.53372809384479,244.64648785610748,45343.213862000004 45343.336549
47,45345.712034000004,252.3019999935059,1041,1048,0.5099489103691461,0.32786477805399866,0.8608293004749836,0.9721984807105061,3d gaze,3.312483165293191,32.23624263084239,260.09984212958517,45345.712034000004 45345.964336
48,45346.1858505,186.85300000652205,1055,1061,0.5455907270084661,0.6245863840530868,0.29102978096592497,0.7702036684799679,3d gaze,13.008275585842114,-19.995283000973313,222.9123426382823,45346.1858505 45346.2789665 45346.310838000005 45346.372703500005
49,45346.534482,121.14599999767961,1066,1069,0.563001961937766,0.8837184856227724,1.4128429250384518,0.8545592866144911,3d gaze,15.684424256518003,-53.73739344018546,194.5030651312115,45346.534482 45346.655628
50,45347.484311,114.09000000276137,1094,1098,0.6112488829989994,0.9612731239656587,1.1744309384388134,0.8182302862405777,3d gaze,26.8571121453972,-62.64998308924944,188.6415148525218,45347.484311 45347.492288 45347.534479 45347.598401
51,45347.7450275,122.32700000458863,1102,1106,0.5940863097087101,0.650868958885029,0.09183355566185399,0.7430012077093124,3d gaze,20.01816907553207,-18.055942719924783,166.2217883460257,45347.7450275 45347.867354500006
52,45347.969205,309.2949999991106,1109,1118,0.5874376119908159,0.8742494952471631,0.18397488265625897,0.7576681826690993,3d gaze,17.576122467124385,-42.31653535026435,157.04247803421114,45347.969205 45348.033586 45348.2785
53,45349.367432,99.02400000282796,1151,1154,0.633986942019549,0.4166917815218362,0.5813699286662366,0.9158404840104954,3d gaze,23.40454151258049,8.189964691768061,136.41624583083842,45349.367432 45349.466456
54,45349.5647655,104.81100000470178,1157,1160,0.6542277943376119,0.41586708218021623,1.0277454055031578,0.8492306967576345,3d gaze,30.612488034694135,9.364294044088679,155.01983837089344,45349.5647655 45349.596888 45349.669576500004
55,45351.120282,100.31899999739835,1203,1206,0.7270001642607571,0.5738194295297527,0.8175336305185266,0.9097772270304009,3d gaze,91.70661273720822,-16.778390160955027,315.628598153462,45351.120282 45351.220601
56,45352.1267775,94.19799999886891,1233,1236,0.6780638045877787,0.38060134428182907,0.141282220795617,0.7172360420227051,3d gaze,39.39016369423815,14.857469034522577,172.82257223794372,45352.1267775 45352.2209755
57,45352.222492,254.48899999901187,1236,1244,0.6707414004515777,0.585074595011772,0.5689523393205301,0.745392769575119,3d gaze,36.012705526767945,-10.092685949371806,164.78416020394064,45352.222492 45352.476981
58,45353.4762,188.309000004665,1274,1279,0.6701322745251799,0.7228677111726013,1.070734153938541,0.7985759377479553,3d gaze,32.66677999453811,-24.070150993505752,150.01321042736578,45353.4762 45353.488377 45353.496278 45353.599326 45353.664509
59,45355.40905,121.76899999758461,1332,1335,0.8039881442320955,0.4310049493601694,0.2860854639839081,0.7056441009044647,3d gaze,67.01617787308821,8.555909308283177,172.23173997741537,45355.40905 45355.530819
60,45358.3837405,95.34449999773642,1421,1424,0.6935360022949194,0.43262847897242623,0.12186115218317893,0.8733318055604361,3d gaze,54.702592510853,10.71173345242841,220.81748619412068,45358.3837405 45358.415736 45358.479085
61,45359.670316,123.86499999411171,1460,1463,0.7080812820459086,0.35598737341933695,0.21399693065694095,0.7204635143280029,3d gaze,77.38372223427506,30.125946916706013,290.5410873505393,45359.670316 45359.794181
62,45361.471363000004,245.95999999291962,1514,1521,0.8003534040871574,0.556333073989567,1.429115325246351,0.8867689371109009,3d gaze,109.5632794646029,-11.556008650838123,284.98684182312985,45361.471363000004 45361.533619 45361.717323
63,45363.097781000004,1114.650999996229,1562,1596,0.7171593571194607,0.5871318784186728,1.4301255869973875,0.8570679231848901,3d gaze,189.2708940462002,-42.74992620925512,680.8361485305252,45363.097781000004 45363.104346 45363.112321 45364.212432
64,45365.026466,244.5850000003702,1620,1628,0.7134174296081737,0.5789139164504992,0.1884791836482257,0.7299717021193133,3d gaze,184.8375778001427,-38.44461949811907,676.6286897921128,45365.026466 45365.271051
65,45365.9898785,154.19150000525406,1649,1654,0.5966937890525706,0.567445154099147,0.821366682735544,0.7581993912698209,3d gaze,26.854091897735493,-10.508443541724013,216.735933644709,45365.9898785 45366.03327 45366.055623 45366.14407
66,45366.577316,124.27799999568379,1667,1671,0.7452980837137098,0.539508951392164,0.9510097639184907,0.7580379843711853,3d gaze,65.69592131996306,-5.950937468490544,209.23582922540385,45366.577316 45366.701594
67,45366.765821,122.75100000260863,1673,1676,0.7147924626772475,0.4513484623357195,0.6090663908826772,0.7861738502979279,3d gaze,57.83860871795413,7.369488287738861,210.37353611913844,45366.765821 45366.888572
68,45367.26643,121.47099999856437,1688,1691,0.5458720871227629,0.324308891356933,0.3295300160322969,0.7817343771457672,3d gaze,12.297090052601632,26.4925832953555,209.4328965181664,45367.26643 45367.387901
69,45367.575571,372.2070000003441,1697,1708,0.4730812461304005,0.2591183024824967,0.4098400878652319,0.792265921831131,3d gaze,-7.0749213448976995,35.61111041833663,205.3305650028678,45367.575571 45367.947778
70,45368.144187,180.93300000327872,1714,1719,0.4840311813522684,0.061880854971258115,0.1136050741912079,0.7855143547058105,3d gaze,-4.078530711822861,62.942926434744976,199.53641843727033,45368.144187 45368.32512
71,45368.576646,319.76099999883445,1727,1736,0.3367778011585939,0.005872044656899389,0.1878448705642994,0.761370450258255,3d gaze,-39.34880382314124,67.00589757909745,188.33989710702912,45368.576646 45368.896407
72,45369.73639,94.6440000043367,1762,1764,0.9113074734349466,0.5734039024295642,0.5982027288328119,0.802078366279602,3d gaze,58.788521225344276,-5.901183448729941,111.66501055346178,45369.73639 45369.768048 45369.831034
73,45369.840297,117.64099999709288,1765,1768,0.9378853088442236,0.6239690870515744,1.3894015408028464,0.9238452166318893,3d gaze,61.96310455929729,-9.868213571235003,110.55663045156992,45369.840297 45369.8484 45369.897271 45369.957938
74,45372.776705000004,187.7969999986817,1853,1858,0.7171580863818563,0.5117337406124992,0.6800524787755335,0.812821239233017,3d gaze,123.30396814262537,-3.7488825215318116,443.61002513607013,45372.776705000004 45372.964502
75,45374.527353,93.68150000227615,1905,1908,0.5680620912166829,0.337032102564501,0.6760731541789518,0.9594619993729137,3d gaze,109.24939393974174,145.148762922466,1236.0208373098972,45374.527353 45374.6210345
76,45374.716179,125.19199999951525,1911,1915,0.6760601163256841,0.39833796086144274,1.0947900842012683,0.8355097438389961,3d gaze,134.19172766929458,43.589296831784054,595.5079710735051,45374.716179 45374.841371
77,45375.087487,191.01400000363356,1922,1928,0.6838558077202408,0.49269269842972196,1.4808328976860987,0.8180381059646606,3d gaze,140.22696806528919,3.131277422468296,595.8639357666239,45375.087487 45375.211016 45375.278501
78,45375.544294,350.8490000021993,1936,1946,0.8519595708533052,0.7404464539568523,1.0065455698498196,0.9457752890692899,3d gaze,250.70991580647575,-96.35237150800383,556.5478106997286,45375.544294 45375.895143
79,45376.143098500004,101.90299999521812,1954,1957,0.689782904675384,0.4677012494744446,0.7084343089525733,0.8949867130297778,3d gaze,74.215841987046,7.14425347646969,305.7344790135842,45376.143098500004 45376.1759365 45376.2450015
80,45376.256796999995,104.42750000220258,1957,1960,0.6798192421854321,0.5117741911361755,0.9254005317141062,0.8320483326911926,3d gaze,65.37523164367322,-2.442102511522496,284.1237979589125,45376.256796999995 45376.306538000004 45376.310503500004 45376.3305175 45376.3612245
81,45376.517131,181.90299999696435,1965,1971,0.863998243357782,0.6856598973774553,0.5750361784113358,0.7575551718473434,3d gaze,150.54075671911835,-43.19096650940142,323.10835164126433,45376.517131 45376.576893 45376.639296 45376.699034
82,45376.763193,178.41100000077859,1972,1978,0.8682601409768089,0.6413621433827092,0.39379174925009336,0.7674558758735657,3d gaze,152.55439139714255,-32.940133683348364,323.6383755344047,45376.763193 45376.941604
83,45377.0993855,93.9665000041714,1983,1985,0.7392703517536638,0.5040089693306872,1.343304556610178,0.8755927430078566,3d gaze,111.13395465447599,-0.9380066517399762,363.754346236862,45377.0993855 45377.1314735 45377.193352
84,45377.3199275,216.09900000476046,1989,1996,0.7992974137504024,0.542910070734155,1.4610852082777233,0.9048648651440937,3d gaze,125.38449874542412,-10.153704206715956,327.65947300393526,45377.3199275 45377.3502105 45377.4434745 45377.4747855 45377.5063425 45377.536026500005
